Datetime,Open,High,Low,Close,Volume
2023-12-26 12:20:00-05:00,374.20001220703125,374.23779296875,374.0400085449219,374.125,96220
2023-12-26 12:25:00-05:00,374.1199951171875,374.2200012207031,373.9599914550781,374.0299987792969,77255
2023-12-26 12:30:00-05:00,374.04010009765625,374.135009765625,373.9601135253906,374.0700988769531,62600
2023-12-26 12:35:00-05:00,374.07000732421875,374.13409423828125,373.9200134277344,373.9800109863281,91158
2023-12-26 12:40:00-05:00,373.972412109375,374.05999755859375,373.92999267578125,373.97100830078125,67988
2023-12-26 12:45:00-05:00,373.9700012207031,374.239990234375,373.9599914550781,374.1400146484375,88525
2023-12-26 12:50:00-05:00,374.1300048828125,374.1853942871094,374.0199890136719,374.04998779296875,56375
2023-12-26 12:55:00-05:00,374.04998779296875,374.07000732421875,373.9200134277344,373.9549865722656,71399
2023-12-26 13:00:00-05:00,373.9399108886719,374.04998779296875,373.79998779296875,373.80999755859375,89711
2023-12-26 13:05:00-05:00,373.80999755859375,373.8800048828125,373.75,373.864990234375,85945
2023-12-26 13:10:00-05:00,373.8800048828125,374.06500244140625,373.8210144042969,373.9649963378906,88484
2023-12-26 13:15:00-05:00,373.9700012207031,373.9700012207031,373.8299865722656,373.8800048828125,47588
2023-12-26 13:20:00-05:00,373.8949890136719,374.0899963378906,373.8599853515625,374.08551025390625,91268
2023-12-26 13:25:00-05:00,374.0799865722656,374.1000061035156,373.9110107421875,373.9649963378906,95018
2023-12-26 13:30:00-05:00,373.9761047363281,374.0899963378906,373.9599914550781,373.9700012207031,76280
2023-12-26 13:35:00-05:00,373.9599914550781,373.9849853515625,373.8900146484375,373.8999938964844,66682
2023-12-26 13:40:00-05:00,373.9186096191406,373.9288024902344,373.739990234375,373.7915954589844,87196
2023-12-26 13:45:00-05:00,373.7799987792969,373.94000244140625,373.7799987792969,373.9200134277344,73442
2023-12-26 13:50:00-05:00,373.9097900390625,373.9200134277344,373.69000244140625,373.70001220703125,91982
2023-12-26 13:55:00-05:00,373.70001220703125,373.7799987792969,373.5,373.5899963378906,112741
2023-12-26 14:00:00-05:00,373.6000061035156,373.8667907714844,373.5856018066406,373.7846984863281,91077
2023-12-26 14:05:00-05:00,373.79998779296875,373.8599853515625,373.6499938964844,373.7926025390625,67877
2023-12-26 14:10:00-05:00,373.81500244140625,373.92999267578125,373.7699890136719,373.82000732421875,84844
2023-12-26 14:15:00-05:00,373.80499267578125,374.1700134277344,373.80499267578125,374.1700134277344,125908
2023-12-26 14:20:00-05:00,374.17498779296875,374.29901123046875,374.1499938964844,374.239990234375,117640
2023-12-26 14:25:00-05:00,374.2300109863281,374.3500061035156,374.1499938964844,374.2250061035156,86974
2023-12-26 14:30:00-05:00,374.239990234375,374.3599853515625,374.156005859375,374.260009765625,92015
2023-12-26 14:35:00-05:00,374.2699890136719,374.2900085449219,374.20001220703125,374.2850036621094,48522
2023-12-26 14:40:00-05:00,374.2950134277344,374.31500244140625,374.1400146484375,374.2099914550781,66793
2023-12-26 14:45:00-05:00,374.2200012207031,374.3399963378906,374.19000244140625,374.25,78919
2023-12-26 14:50:00-05:00,374.260009765625,374.2900085449219,374.20001220703125,374.260009765625,81296
2023-12-26 14:55:00-05:00,374.260009765625,374.4599914550781,374.2300109863281,374.45001220703125,86577
2023-12-26 15:00:00-05:00,374.4549865722656,374.6199951171875,374.45208740234375,374.5834045410156,123837
2023-12-26 15:05:00-05:00,374.58551025390625,374.6553955078125,374.4100036621094,374.42999267578125,131894
2023-12-26 15:10:00-05:00,374.4100036621094,374.6000061035156,374.3800048828125,374.55999755859375,114550
2023-12-26 15:15:00-05:00,374.55999755859375,374.57000732421875,374.45001220703125,374.5,110723
2023-12-26 15:20:00-05:00,374.510009765625,374.66571044921875,374.45001220703125,374.57501220703125,150228
2023-12-26 15:25:00-05:00,374.6000061035156,374.8500061035156,374.54998779296875,374.6300048828125,214865
2023-12-26 15:30:00-05:00,374.6700134277344,374.92999267578125,374.6400146484375,374.8900146484375,156978
2023-12-26 15:35:00-05:00,374.9100036621094,374.92999267578125,374.6261901855469,374.7799987792969,143274
2023-12-26 15:40:00-05:00,374.75,374.7900085449219,374.6600036621094,374.7650146484375,136637
2023-12-26 15:45:00-05:00,374.760986328125,374.95001220703125,374.67999267578125,374.7759094238281,159496
2023-12-26 15:50:00-05:00,374.7900085449219,374.9200134277344,373.6000061035156,374.3599853515625,315041
2023-12-26 15:55:00-05:00,374.364990234375,374.75,374.364990234375,374.70001220703125,606358
2023-12-27 09:30:00-05:00,373.69000244140625,375.05999755859375,373.69000244140625,374.7300109863281,815331
2023-12-27 09:35:00-05:00,374.7099914550781,374.8500061035156,373.69000244140625,373.8800048828125,233565
2023-12-27 09:40:00-05:00,373.8550109863281,374.3714904785156,373.7699890136719,374.1050109863281,203136
2023-12-27 09:45:00-05:00,374.135009765625,374.4200134277344,373.9849853515625,374.2099914550781,172537
2023-12-27 09:50:00-05:00,374.239990234375,374.2900085449219,373.82000732421875,373.9200134277344,163471
2023-12-27 09:55:00-05:00,373.9200134277344,374.1700134277344,373.7799987792969,373.7799987792969,206453
2023-12-27 10:00:00-05:00,373.81500244140625,374.2799987792969,373.4800109863281,373.75,196113
2023-12-27 10:05:00-05:00,373.7449951171875,373.989990234375,373.6600036621094,373.7460021972656,134103
2023-12-27 10:10:00-05:00,373.7301025390625,373.8999938964844,372.92999267578125,373.0,269806
2023-12-27 10:15:00-05:00,373.0150146484375,373.44000244140625,372.9800109863281,373.3399963378906,134183
2023-12-27 10:20:00-05:00,373.3349914550781,373.3479919433594,372.92999267578125,373.1400146484375,125856
2023-12-27 10:25:00-05:00,373.1499938964844,373.2950134277344,373.0199890136719,373.239990234375,110714
2023-12-27 10:30:00-05:00,373.2300109863281,373.4800109863281,373.07000732421875,373.0799865722656,153575
2023-12-27 10:35:00-05:00,373.0899963378906,373.2499084472656,372.8116149902344,373.1600036621094,176965
2023-12-27 10:40:00-05:00,373.17999267578125,373.29998779296875,373.0,373.0799865722656,125908
2023-12-27 10:45:00-05:00,373.05999755859375,373.19000244140625,372.9909973144531,373.07000732421875,131399
2023-12-27 10:50:00-05:00,373.05999755859375,373.239990234375,372.8952941894531,373.17999267578125,126864
2023-12-27 10:55:00-05:00,373.1499938964844,373.6099853515625,373.1499938964844,373.57000732421875,129416
2023-12-27 11:00:00-05:00,373.5799865722656,373.7200012207031,373.3699951171875,373.69000244140625,87199
2023-12-27 11:05:00-05:00,373.67999267578125,373.7699890136719,373.3800048828125,373.44000244140625,114220
2023-12-27 11:10:00-05:00,373.4101867675781,373.5199890136719,373.3699951171875,373.3908996582031,66216
2023-12-27 11:15:00-05:00,373.3800048828125,373.4150085449219,373.2644958496094,373.3299865722656,85961
2023-12-27 11:20:00-05:00,373.3299865722656,373.4750061035156,373.2699890136719,373.3800048828125,70975
2023-12-27 11:25:00-05:00,373.3800048828125,373.5299987792969,373.20001220703125,373.5299072265625,91846
2023-12-27 11:30:00-05:00,373.5199890136719,373.7576904296875,373.45001220703125,373.75,79963
2023-12-27 11:35:00-05:00,373.7326965332031,373.8999938964844,373.7300109863281,373.79998779296875,97730
2023-12-27 11:40:00-05:00,373.82000732421875,374.0899963378906,373.75,374.0199890136719,102247
2023-12-27 11:45:00-05:00,374.0199890136719,374.11248779296875,373.94000244140625,374.0299987792969,84629
2023-12-27 11:50:00-05:00,374.0299987792969,374.1300048828125,373.92999267578125,373.9739074707031,74078
2023-12-27 11:55:00-05:00,373.9849853515625,374.0799865722656,373.82000732421875,373.9100036621094,81978
2023-12-27 12:00:00-05:00,373.9169921875,374.0199890136719,373.7699890136719,373.9159851074219,95772
2023-12-27 12:05:00-05:00,373.8999938964844,373.94000244140625,373.7203063964844,373.80999755859375,67046
2023-12-27 12:10:00-05:00,373.83380126953125,374.0,373.7950134277344,373.87249755859375,71832
2023-12-27 12:15:00-05:00,373.8800048828125,373.9740905761719,373.7699890136719,373.80999755859375,65429
2023-12-27 12:20:00-05:00,373.82000732421875,373.9700012207031,373.75,373.8399963378906,100844
2023-12-27 12:25:00-05:00,373.8599853515625,373.8699951171875,373.7300109863281,373.8100891113281,92384
2023-12-27 12:30:00-05:00,373.8197021484375,373.9800109863281,373.7699890136719,373.92999267578125,76472
2023-12-27 12:35:00-05:00,373.9200134277344,374.0050048828125,373.739990234375,373.7799987792969,98468
2023-12-27 12:40:00-05:00,373.79998779296875,373.8374938964844,373.5450134277344,373.6400146484375,101445
2023-12-27 12:45:00-05:00,373.6300048828125,373.80999755859375,373.5799865722656,373.6099853515625,76310
2023-12-27 12:50:00-05:00,373.6148986816406,373.6300048828125,373.4400939941406,373.4587097167969,77097
2023-12-27 12:55:00-05:00,373.45001220703125,373.5498962402344,373.3800048828125,373.42999267578125,80922
2023-12-27 13:00:00-05:00,373.44000244140625,373.7926025390625,373.3699951171875,373.6700134277344,162234
2023-12-27 13:05:00-05:00,373.67999267578125,374.32000732421875,373.6700134277344,374.2250061035156,267573
2023-12-27 13:10:00-05:00,374.20001220703125,374.57000732421875,373.9849853515625,374.0150146484375,183872
2023-12-27 13:15:00-05:00,374.04998779296875,374.3450012207031,374.0299987792969,374.1400146484375,123747
2023-12-27 13:20:00-05:00,374.1400146484375,374.2200012207031,373.9800109863281,374.0299987792969,90495
2023-12-27 13:25:00-05:00,374.0,374.1000061035156,373.8500061035156,374.010009765625,81505
2023-12-27 13:30:00-05:00,374.0400085449219,374.2799987792969,374.0199890136719,374.19000244140625,110804
2023-12-27 13:35:00-05:00,374.1835021972656,374.2799987792969,374.0799865722656,374.1300048828125,77894
2023-12-27 13:40:00-05:00,374.1700134277344,374.2699890136719,374.1099853515625,374.18609619140625,207232
2023-12-27 13:45:00-05:00,374.1600036621094,374.2099914550781,374.04998779296875,374.0799865722656,68925
2023-12-27 13:50:00-05:00,374.05999755859375,374.17999267578125,373.989990234375,374.0199890136719,142703
2023-12-27 13:55:00-05:00,374.0299987792969,374.1400146484375,373.92999267578125,373.9700012207031,98471
2023-12-27 14:00:00-05:00,373.9562072753906,373.9562072753906,373.2099914550781,373.3299865722656,155355
2023-12-27 14:05:00-05:00,373.2799072265625,373.6199951171875,373.1700134277344,373.4849853515625,87559
2023-12-27 14:10:00-05:00,373.489990234375,373.5150146484375,373.090087890625,373.1716003417969,120628
2023-12-27 14:15:00-05:00,373.19000244140625,373.45001220703125,373.0799865722656,373.4200134277344,90088
2023-12-27 14:20:00-05:00,373.42999267578125,373.75,373.3900146484375,373.5199890136719,168332
2023-12-27 14:25:00-05:00,373.5400085449219,373.69000244140625,373.2699890136719,373.41448974609375,194826
2023-12-27 14:30:00-05:00,373.4200134277344,373.510009765625,373.25,373.3800048828125,108891
2023-12-27 14:35:00-05:00,373.3800048828125,373.44000244140625,373.1499938964844,373.1700134277344,78556
2023-12-27 14:40:00-05:00,373.17999267578125,373.19000244140625,372.9599914550781,373.05999755859375,157764
2023-12-27 14:45:00-05:00,373.1000061035156,373.25,373.0299987792969,373.2200012207031,75901
2023-12-27 14:50:00-05:00,373.2200012207031,373.2799987792969,373.0199890136719,373.07000732421875,73310
2023-12-27 14:55:00-05:00,373.05999755859375,373.3900146484375,373.0199890136719,373.32000732421875,98717
2023-12-27 15:00:00-05:00,373.32000732421875,373.4800109863281,373.239990234375,373.375,73761
2023-12-27 15:05:00-05:00,373.375,373.4800109863281,373.2099914550781,373.3599853515625,106499
2023-12-27 15:10:00-05:00,373.3609924316406,373.5899963378906,373.30999755859375,373.3999938964844,119365
2023-12-27 15:15:00-05:00,373.3900146484375,373.6199951171875,373.3900146484375,373.5799865722656,91033
2023-12-27 15:20:00-05:00,373.5899963378906,373.6499938964844,373.3699951171875,373.3900146484375,92064
2023-12-27 15:25:00-05:00,373.3800048828125,373.489990234375,373.19000244140625,373.4599914550781,121895
2023-12-27 15:30:00-05:00,373.45001220703125,373.57000732421875,373.2901916503906,373.4700012207031,96870
2023-12-27 15:35:00-05:00,373.4800109863281,373.7001037597656,373.4700012207031,373.57000732421875,165942
2023-12-27 15:40:00-05:00,373.5799865722656,373.6499938964844,373.1199951171875,373.3699951171875,178264
2023-12-27 15:45:00-05:00,373.3699951171875,373.4150085449219,373.2200012207031,373.27288818359375,145373
2023-12-27 15:50:00-05:00,373.2699890136719,373.57000732421875,373.1400146484375,373.2449951171875,362016
2023-12-27 15:55:00-05:00,373.260009765625,374.20001220703125,373.2300109863281,374.07000732421875,780782
2023-12-28 09:30:00-05:00,375.3699951171875,376.4580078125,375.1199951171875,375.739990234375,988703
2023-12-28 09:35:00-05:00,375.7300109863281,375.79998779296875,375.1200866699219,375.5400085449219,227767
2023-12-28 09:40:00-05:00,375.5783996582031,375.9100036621094,375.3500061035156,375.82000732421875,207285
2023-12-28 09:45:00-05:00,375.8399963378906,375.8599853515625,375.2099914550781,375.3999938964844,200799
2023-12-28 09:50:00-05:00,375.3599853515625,375.3667907714844,374.8500061035156,374.8500061035156,232431
2023-12-28 09:55:00-05:00,374.8479919433594,375.010009765625,374.760009765625,374.8949890136719,156694
2023-12-28 10:00:00-05:00,374.9200134277344,375.010009765625,374.4200134277344,374.4798889160156,242255
2023-12-28 10:05:00-05:00,374.44000244140625,374.4800109863281,374.1600036621094,374.46649169921875,213157
2023-12-28 10:10:00-05:00,374.4599914550781,374.82000732421875,374.44000244140625,374.5804138183594,164181
2023-12-28 10:15:00-05:00,374.5799865722656,374.7300109863281,374.489990234375,374.506591796875,139358
2023-12-28 10:20:00-05:00,374.510009765625,374.8999938964844,374.489990234375,374.7799987792969,145725
2023-12-28 10:25:00-05:00,374.8299865722656,374.8900146484375,374.6499938964844,374.82000732421875,167817
2023-12-28 10:30:00-05:00,374.8204040527344,374.885009765625,374.7300109863281,374.8699951171875,101486
2023-12-28 10:35:00-05:00,374.8500061035156,374.9700012207031,374.7950134277344,374.8299865722656,118835
2023-12-28 10:40:00-05:00,374.82000732421875,375.1000061035156,374.80419921875,374.94000244140625,134543
2023-12-28 10:45:00-05:00,374.9599914550781,375.25,374.9303894042969,375.21661376953125,124202
2023-12-28 10:50:00-05:00,375.239990234375,375.3695068359375,375.0899963378906,375.2300109863281,133596
2023-12-28 10:55:00-05:00,375.25,375.3399963378906,375.07000732421875,375.239990234375,148449
2023-12-28 11:00:00-05:00,375.2099914550781,375.2799987792969,374.82000732421875,375.04998779296875,166431
2023-12-28 11:05:00-05:00,375.0350036621094,375.2300109863281,374.8699035644531,374.989990234375,104125
2023-12-28 11:10:00-05:00,375.0,375.1700134277344,374.95001220703125,375.1099853515625,91656
2023-12-28 11:15:00-05:00,375.1199951171875,375.1499938964844,374.8900146484375,374.9599914550781,108653
2023-12-28 11:20:00-05:00,374.94000244140625,375.05999755859375,374.68499755859375,374.7349853515625,96324
2023-12-28 11:25:00-05:00,374.7200012207031,374.94000244140625,374.5299987792969,374.92999267578125,93759
2023-12-28 11:30:00-05:00,374.9599914550781,375.1700134277344,374.82000732421875,375.0592041015625,92552
2023-12-28 11:35:00-05:00,375.04998779296875,375.3399963378906,374.95001220703125,375.1675109863281,113152
2023-12-28 11:40:00-05:00,375.1700134277344,375.32000732421875,375.1025085449219,375.1400146484375,108567
2023-12-28 11:45:00-05:00,375.1499938964844,375.356201171875,375.1400146484375,375.30999755859375,78114
2023-12-28 11:50:00-05:00,375.29998779296875,375.44000244140625,375.20001220703125,375.260009765625,75550
2023-12-28 11:55:00-05:00,375.2749938964844,375.3500061035156,375.0899963378906,375.0899963378906,70604
2023-12-28 12:00:00-05:00,375.1000061035156,375.4100036621094,375.04998779296875,375.32000732421875,84179
2023-12-28 12:05:00-05:00,375.3800048828125,375.5360107421875,375.3500061035156,375.4307861328125,90169
2023-12-28 12:10:00-05:00,375.45001220703125,375.5199890136719,375.260009765625,375.30999755859375,107832
2023-12-28 12:15:00-05:00,375.32000732421875,375.4800109863281,375.3100891113281,375.4385070800781,84700
2023-12-28 12:20:00-05:00,375.42999267578125,375.5050048828125,375.3500061035156,375.4549865722656,66540
2023-12-28 12:25:00-05:00,375.4200134277344,375.5,375.3900146484375,375.3900146484375,36943
2023-12-28 12:30:00-05:00,375.3800048828125,375.510009765625,375.3699951171875,375.4599914550781,57911
2023-12-28 12:35:00-05:00,375.4800109863281,375.70989990234375,375.4800109863281,375.67999267578125,95514
2023-12-28 12:40:00-05:00,375.6701965332031,375.7699890136719,375.6400146484375,375.7449951171875,95903
2023-12-28 12:45:00-05:00,375.75,375.75,375.57000732421875,375.5719909667969,71863
2023-12-28 12:50:00-05:00,375.57000732421875,375.9200134277344,375.5400085449219,375.8949890136719,153812
2023-12-28 12:55:00-05:00,375.9100036621094,376.04998779296875,375.8999938964844,375.95001220703125,143148
2023-12-28 13:00:00-05:00,375.95001220703125,375.9800109863281,375.44000244140625,375.69000244140625,126334
2023-12-28 13:05:00-05:00,375.6400146484375,375.8399963378906,375.31500244140625,375.8349914550781,79629
2023-12-28 13:10:00-05:00,375.8399963378906,375.92999267578125,375.6300048828125,375.70001220703125,77599
2023-12-28 13:15:00-05:00,375.7099914550781,375.8999938964844,375.6700134277344,375.8599853515625,60081
2023-12-28 13:20:00-05:00,375.8500061035156,375.8999938964844,375.7699890136719,375.8800048828125,72683
2023-12-28 13:25:00-05:00,375.8800048828125,375.8999938964844,375.760009765625,375.806884765625,73531
2023-12-28 13:30:00-05:00,375.80999755859375,375.9200134277344,375.75,375.8800048828125,87628
2023-12-28 13:35:00-05:00,375.8652038574219,376.010009765625,375.7799987792969,375.89898681640625,150451
2023-12-28 13:40:00-05:00,375.8800048828125,375.8900146484375,375.69000244140625,375.73980712890625,74770
2023-12-28 13:45:00-05:00,375.7200012207031,375.739990234375,375.5199890136719,375.6000061035156,76711
2023-12-28 13:50:00-05:00,375.6400146484375,375.9200134277344,375.627197265625,375.7300109863281,102366
2023-12-28 13:55:00-05:00,375.70001220703125,375.760009765625,375.5237121582031,375.6600036621094,95842
2023-12-28 14:00:00-05:00,375.67999267578125,375.8299865722656,375.6499938964844,375.739990234375,75171
2023-12-28 14:05:00-05:00,375.7099914550781,375.760009765625,375.6400146484375,375.739990234375,64685
2023-12-28 14:10:00-05:00,375.7300109863281,375.9200134277344,375.6700134277344,375.8299865722656,73322
2023-12-28 14:15:00-05:00,375.82000732421875,375.9599914550781,375.82000732421875,375.82000732421875,84869
2023-12-28 14:20:00-05:00,375.8500061035156,375.8599853515625,375.7099914550781,375.80499267578125,66828
2023-12-28 14:25:00-05:00,375.79998779296875,375.8399963378906,375.75311279296875,375.82440185546875,70924
2023-12-28 14:30:00-05:00,375.82000732421875,375.8399963378906,375.67999267578125,375.7699890136719,87100
2023-12-28 14:35:00-05:00,375.7799987792969,376.1499938964844,375.7200012207031,376.1099853515625,156923
2023-12-28 14:40:00-05:00,376.1000061035156,376.2099914550781,376.0799865722656,376.089111328125,115711
2023-12-28 14:45:00-05:00,376.0899963378906,376.1099853515625,375.94000244140625,375.9801025390625,105765
2023-12-28 14:50:00-05:00,375.989990234375,375.989990234375,375.760009765625,375.8299865722656,73106
2023-12-28 14:55:00-05:00,375.8399963378906,376.1199951171875,375.8299865722656,376.05999755859375,85507
2023-12-28 15:00:00-05:00,376.05999755859375,376.114990234375,375.7699890136719,375.9827880859375,120527
2023-12-28 15:05:00-05:00,376.0,376.1400146484375,375.943603515625,376.07501220703125,131796
2023-12-28 15:10:00-05:00,376.0899963378906,376.1449890136719,375.6600036621094,375.94000244140625,161645
2023-12-28 15:15:00-05:00,375.9599914550781,376.1700134277344,375.80999755859375,376.07501220703125,167837
2023-12-28 15:20:00-05:00,376.0849914550781,376.1099853515625,375.96099853515625,375.9800109863281,104075
2023-12-28 15:25:00-05:00,375.989990234375,376.0400085449219,375.80999755859375,375.9039001464844,145288
2023-12-28 15:30:00-05:00,375.8999938964844,375.9800109863281,375.8420104980469,375.8599853515625,145094
2023-12-28 15:35:00-05:00,375.8599853515625,376.05999755859375,375.8599853515625,376.0400085449219,140920
2023-12-28 15:40:00-05:00,376.0400085449219,376.29998779296875,375.9599914550781,376.28729248046875,152892
2023-12-28 15:45:00-05:00,376.2699890136719,376.29998779296875,375.7699890136719,375.8900146484375,183295
2023-12-28 15:50:00-05:00,375.8699951171875,376.1199951171875,375.3599853515625,375.43499755859375,512373
2023-12-28 15:55:00-05:00,375.4200134277344,375.82000732421875,375.17999267578125,375.25,1452931
2023-12-29 09:30:00-05:00,376.0,376.7749938964844,375.95001220703125,376.0,668171
2023-12-29 09:35:00-05:00,375.989990234375,376.2349853515625,375.6600036621094,376.102294921875,203602
2023-12-29 09:40:00-05:00,376.0799865722656,376.5400085449219,376.0799865722656,376.42999267578125,168828
2023-12-29 09:45:00-05:00,376.44500732421875,376.6700134277344,375.9700012207031,376.6400146484375,207595
2023-12-29 09:50:00-05:00,376.6499938964844,377.1600036621094,376.55999755859375,376.9599914550781,405632
2023-12-29 09:55:00-05:00,376.9599914550781,377.1499938964844,376.7300109863281,376.80499267578125,219512
2023-12-29 10:00:00-05:00,376.7799987792969,376.8500061035156,376.4801025390625,376.7699890136719,150487
2023-12-29 10:05:00-05:00,376.760009765625,377.1300048828125,376.739990234375,376.8999938964844,190468
2023-12-29 10:10:00-05:00,376.8999938964844,376.9649963378906,376.6231994628906,376.7699890136719,164808
2023-12-29 10:15:00-05:00,376.7900085449219,376.92999267578125,376.5899963378906,376.67999267578125,131509
2023-12-29 10:20:00-05:00,376.67999267578125,376.95001220703125,376.489990234375,376.8349914550781,135623
2023-12-29 10:25:00-05:00,376.8399963378906,377.0899963378906,376.7300109863281,377.0899963378906,154913
2023-12-29 10:30:00-05:00,377.0899963378906,377.1099853515625,376.6499938964844,376.87750244140625,201919
2023-12-29 10:35:00-05:00,376.8800048828125,376.8900146484375,376.4700012207031,376.4844055175781,140182
2023-12-29 10:40:00-05:00,376.4750061035156,376.635009765625,376.1199951171875,376.4989929199219,218292
2023-12-29 10:45:00-05:00,376.44000244140625,376.6099853515625,375.29998779296875,375.364990234375,246215
2023-12-29 10:50:00-05:00,375.3699951171875,375.7200012207031,375.2699890136719,375.5050048828125,177333
2023-12-29 10:55:00-05:00,375.510009765625,375.70001220703125,375.4200134277344,375.68499755859375,113077
2023-12-29 11:00:00-05:00,375.6700134277344,375.9200134277344,375.5679931640625,375.739990234375,116601
2023-12-29 11:05:00-05:00,375.7398986816406,375.7398986816406,375.010009765625,375.25830078125,149776
2023-12-29 11:10:00-05:00,375.2099914550781,375.32501220703125,374.5133972167969,374.5199890136719,252789
2023-12-29 11:15:00-05:00,374.54998779296875,374.6300048828125,374.1400146484375,374.42010498046875,212306
2023-12-29 11:20:00-05:00,374.4200134277344,374.45001220703125,373.95001220703125,374.0899963378906,186280
2023-12-29 11:25:00-05:00,374.1199951171875,374.1600036621094,373.6000061035156,373.6400146484375,146967
2023-12-29 11:30:00-05:00,373.5899963378906,373.9554138183594,373.55999755859375,373.8800964355469,119769
2023-12-29 11:35:00-05:00,373.8900146484375,374.2200012207031,373.85009765625,374.2049865722656,109334
2023-12-29 11:40:00-05:00,374.1807861328125,374.3599853515625,374.0299987792969,374.18011474609375,97985
2023-12-29 11:45:00-05:00,374.20001220703125,374.54998779296875,374.19000244140625,374.5400085449219,108281
2023-12-29 11:50:00-05:00,374.5166015625,374.6400146484375,374.2314147949219,374.62689208984375,100994
2023-12-29 11:55:00-05:00,374.5899963378906,374.6050109863281,374.2300109863281,374.3699951171875,105421
2023-12-29 12:00:00-05:00,374.3500061035156,374.6300048828125,374.25,374.30999755859375,87463
2023-12-29 12:05:00-05:00,374.31561279296875,374.42999267578125,374.0799865722656,374.29998779296875,72083
2023-12-29 12:10:00-05:00,374.2699890136719,374.3599853515625,373.80999755859375,373.9599914550781,107492
2023-12-29 12:15:00-05:00,373.95001220703125,374.239990234375,373.9100036621094,374.1003112792969,88390
2023-12-29 12:20:00-05:00,374.0899963378906,374.2099914550781,373.5299987792969,373.6943054199219,158853
2023-12-29 12:25:00-05:00,373.69000244140625,373.7900085449219,373.4800109863281,373.69000244140625,83664
2023-12-29 12:30:00-05:00,373.69000244140625,374.1400146484375,373.6300048828125,374.1000061035156,98060
2023-12-29 12:35:00-05:00,374.07281494140625,374.1700134277344,373.9200134277344,374.0321044921875,72401
2023-12-29 12:40:00-05:00,374.0199890136719,374.239990234375,373.8999938964844,374.19000244140625,96950
